sku_id,product_name,category,color,size,supplier_id,cost_price,mrp,units_purchased,units_sold_total,units_on_hand,stock_remaining_pct,sell_through_rate,last_sale_date,days_since_last_sale,velocity_overall,units_sold_last_4w,weeks_of_stock,bleed_score,margin_at_risk,status,top_channel,action,recommended_discount_pct,reason,markdown_price,projected_recovery,est_revenue_if_actioned,urgency_rank
SKU-0408,Kalamkari Dress (Silk blend),Dress,Mauve,M,SUP-009,577,1536,54,1,53,0.981,0.019,2024-11-05,26,0.27,1.0,212.0,25.51,50827,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (0.3 units/week). 212 weeks of stock at current pace. Schedule markdown for next week.,1229,40662,52110,2
SKU-0341,Block print Dupatta (Mul mul),Dupatta,Charcoal,L,SUP-002,188,374,55,38,17,0.309,0.691,2024-09-10,82,1.85,0.0,999.0,25.34,3162,Critical,Online - Nykaa,Planned markdown,15,Slowing velocity (1.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,318,2530,4325,2
SKU-0294,Dabu print Coord Set (Cotton),Coord Set,Indigo,XXL,SUP-004,682,1887,59,18,41,0.695,0.305,2024-10-26,36,1.75,0.0,999.0,25.02,49405,Warning,Online - Instagram,Planned markdown,25,Slowing velocity (1.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1415,39524,46412,2
SKU-0297,Chikankari Coord Set (Mul mul),Coord Set,Ochre,XXL,SUP-009,801,2783,51,33,18,0.353,0.647,2024-09-23,69,1.56,0.0,999.0,24.36,35676,Critical,Online - Website,Planned markdown,25,Slowing velocity (1.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2087,28541,30053,2
SKU-0197,Ikat Saree (Georgette),Saree,Rust,XL,SUP-005,1390,3250,53,14,39,0.736,0.264,2024-10-29,33,1.56,0.0,999.0,24.29,72540,Warning,Store - Koramangala,Planned markdown,25,Slowing velocity (1.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2438,58032,76066,2
SKU-0407,Chikankari Dress (Rayon),Dress,Teal,XS,SUP-001,539,2150,134,84,50,0.373,0.627,2024-09-27,65,4.49,0.0,999.0,24.24,80550,Critical,Online - Nykaa,Planned markdown,20,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1720,64440,68800,2
SKU-0387,Ikat Dress (Cotton),Dress,Ochre,L,SUP-005,704,1176,66,21,45,0.682,0.318,2024-10-27,35,2.04,0.0,999.0,23.87,21240,Warning,Online - Website,Planned markdown,20,Slowing velocity (2.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,941,16992,33876,2
SKU-0345,Ajrakh Dupatta (Chanderi),Dupatta,Charcoal,XXL,SUP-001,153,390,98,25,73,0.745,0.255,2024-10-30,32,2.73,0.0,999.0,23.84,17301,Warning,Store - MG Road,Planned markdown,15,Slowing velocity (2.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,332,13841,19389,2
SKU-0137,Bandhani Saree (Georgette),Saree,Indigo,S,SUP-006,817,2968,121,19,102,0.843,0.157,2024-11-03,28,1.46,1.0,408.0,23.6,219402,Warning,Online - Website,Planned markdown,25,Slowing velocity (1.5 units/week). 408 weeks of stock at current pace. Schedule markdown for next week.,2226,175522,181642,2
SKU-0208,Bandhani Coord Set (Georgette),Coord Set,Charcoal,L,SUP-010,521,1809,43,20,23,0.535,0.465,2024-10-18,44,1.0,0.0,999.0,23.54,29624,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (1.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1357,23699,24969,2
SKU-0049,Dabu print Kurta (Georgette),Kurta,Terracotta,XL,SUP-010,469,1780,146,4,142,0.973,0.027,2024-11-07,24,0.88,1.0,568.0,23.35,186162,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (0.9 units/week). 568 weeks of stock at current pace. Schedule markdown for next week.,1424,148930,161766,2
SKU-0064,Bandhani Kurta (Cotton),Kurta,Sage green,L,SUP-009,566,1291,48,35,13,0.271,0.729,2024-09-06,86,1.59,0.0,999.0,23.31,9425,Critical,Store - Indiranagar,Planned markdown,20,Slowing velocity (1.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1033,7540,10743,2
SKU-0434,Bandhani Dress (Silk blend),Dress,Mauve,L,SUP-001,445,2148,78,48,30,0.385,0.615,2024-10-02,60,2.23,0.0,999.0,23.1,51090,Critical,Store - MG Road,Planned markdown,20,Slowing velocity (2.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1718,40872,41232,2
SKU-0190,Ajrakh Saree (Chanderi),Saree,Sage green,M,SUP-003,1504,2221,81,49,32,0.395,0.605,2024-10-04,58,2.58,0.0,999.0,22.91,22944,Critical,Store - MG Road,Planned markdown,25,Slowing velocity (2.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1666,18355,42650,2
SKU-0016,Chikankari Kurta (Rayon),Kurta,Sage green,XL,SUP-007,571,1434,88,62,26,0.295,0.705,2024-09-15,77,2.65,0.0,999.0,22.72,22438,Critical,Online - Nykaa,Planned markdown,20,Slowing velocity (2.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1147,17950,23858,2
SKU-0188,Kalamkari Saree (Rayon),Saree,Ochre,L,SUP-004,1793,6102,125,92,33,0.264,0.736,2024-09-06,86,3.81,0.0,999.0,22.7,142197,Critical,Store - Koramangala,Planned markdown,25,Slowing velocity (3.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,4576,113758,120806,2
SKU-0099,Bagru print Kurta (Linen),Kurta,Terracotta,L,SUP-007,602,1641,107,21,86,0.804,0.196,2024-11-03,28,2.45,3.0,114.7,22.51,89354,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (2.5 units/week). 115 weeks of stock at current pace. Schedule markdown for next week.,1313,71483,90334,2
SKU-0367,Kalamkari Dupatta (Cotton),Dupatta,Terracotta,M,SUP-006,209,644,134,23,111,0.828,0.172,2024-11-04,27,1.64,3.0,148.0,22.36,48285,Warning,Store - Koramangala,Planned markdown,15,Slowing velocity (1.6 units/week). 148 weeks of stock at current pace. Schedule markdown for next week.,547,38628,48574,2
SKU-0334,Ikat Dupatta (Silk blend),Dupatta,Ochre,L,SUP-007,163,446,118,6,112,0.949,0.051,2024-11-08,23,0.76,2.0,224.0,21.83,31696,Warning,Store - Indiranagar,Planned markdown,15,Slowing velocity (0.8 units/week). 224 weeks of stock at current pace. Schedule markdown for next week.,379,25357,33958,2
SKU-0403,Kalamkari Dress (Mul mul),Dress,Charcoal,XS,SUP-004,456,1240,64,44,20,0.312,0.688,2024-09-23,69,2.07,0.0,999.0,21.53,15680,Critical,Online - Instagram,Planned markdown,20,Slowing velocity (2.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,992,12544,15872,2
SKU-0168,Kalamkari Saree (Mul mul),Saree,Charcoal,L,SUP-009,828,4232,39,18,21,0.538,0.462,2024-10-22,40,1.68,0.0,999.0,21.52,71484,Warning,Online - Nykaa,Planned markdown,25,Slowing velocity (1.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,3174,57187,53323,2
SKU-0039,Chikankari Kurta (Cotton),Kurta,Rust,S,SUP-009,540,1202,135,85,50,0.37,0.63,2024-10-05,57,3.44,0.0,999.0,21.09,33100,Critical,Store - Indiranagar,Planned markdown,20,Slowing velocity (3.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,962,26480,38480,2
SKU-0114,Kalamkari Kurta (Cotton),Kurta,Ivory,XS,SUP-008,433,1270,67,27,40,0.597,0.403,2024-10-27,35,2.49,0.0,999.0,20.9,33480,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (2.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1016,26784,32512,2
SKU-0010,Shibori Kurta (Rayon),Kurta,Ivory,XS,SUP-007,566,1713,38,27,11,0.289,0.711,2024-09-21,71,1.38,0.0,999.0,20.52,12617,Critical,Store - MG Road,Planned markdown,20,Slowing velocity (1.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1370,10094,12056,2
SKU-0207,Chikankari Coord Set (Silk blend),Coord Set,Sage green,L,SUP-006,763,2741,87,54,33,0.379,0.621,2024-10-08,54,3.9,0.0,999.0,20.47,65274,Critical,Store - Indiranagar,Planned markdown,25,Slowing velocity (3.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2056,52219,54278,2
SKU-0068,Dabu print Kurta (Mul mul),Kurta,Ivory,XL,SUP-006,425,958,36,13,23,0.639,0.361,2024-10-30,32,1.05,0.0,999.0,20.45,12259,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (1.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,766,9807,14094,2
SKU-0394,Dabu print Dress (Mul mul),Dress,Ochre,XS,SUP-003,603,2143,48,12,36,0.75,0.25,2024-11-04,27,1.42,1.0,144.0,20.25,55440,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (1.4 units/week). 144 weeks of stock at current pace. Schedule markdown for next week.,1714,44352,49363,2
SKU-0288,Ikat Coord Set (Georgette),Coord Set,Rust,M,SUP-003,865,2651,136,87,49,0.36,0.64,2024-10-06,56,4.01,0.0,999.0,20.16,87514,Critical,Online - Instagram,Planned markdown,25,Slowing velocity (4.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1988,70011,77930,2
SKU-0331,Chikankari Dupatta (Rayon),Dupatta,Sage green,S,SUP-004,182,398,139,6,133,0.957,0.043,2024-11-10,21,0.93,1.0,532.0,20.1,28728,Warning,Online - Nykaa,Planned markdown,15,Slowing velocity (0.9 units/week). 532 weeks of stock at current pace. Schedule markdown for next week.,338,22982,35963,2
SKU-0381,Bandhani Dress (Rayon),Dress,Terracotta,L,SUP-002,740,1658,121,75,46,0.38,0.62,2024-10-10,52,3.26,0.0,999.0,19.76,42228,Critical,Online - Website,Planned markdown,20,Slowing velocity (3.3 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1326,33782,48797,2
SKU-0259,Block print Coord Set (Silk blend),Coord Set,Indigo,XXL,SUP-004,671,2169,37,24,13,0.351,0.649,2024-10-06,56,1.46,0.0,999.0,19.66,19474,Critical,Store - Koramangala,Planned markdown,25,Slowing velocity (1.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1627,15579,16921,2
SKU-0241,Kalamkari Coord Set (Mul mul),Coord Set,Charcoal,L,SUP-003,606,2414,44,19,25,0.568,0.432,2024-10-28,34,1.43,0.0,999.0,19.31,45200,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (1.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1810,36160,36200,2
SKU-0027,Bandhani Kurta (Georgette),Kurta,Rust,L,SUP-007,601,1352,81,31,50,0.617,0.383,2024-10-31,31,2.11,0.0,999.0,19.13,37550,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (2.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1082,30040,43280,2
SKU-0140,Shibori Saree (Georgette),Saree,Rust,M,SUP-008,2172,5279,83,29,54,0.651,0.349,2024-11-02,29,2.6,0.0,999.0,18.88,167778,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (2.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,3959,134222,171029,2
SKU-0139,Ajrakh Saree (Mul mul),Saree,Ivory,L,SUP-002,854,3681,36,26,10,0.278,0.722,2024-09-25,67,1.48,0.0,999.0,18.63,28270,Critical,Store - Koramangala,Planned markdown,25,Slowing velocity (1.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2761,22616,22088,2
SKU-0056,Ikat Kurta (Georgette),Kurta,Indigo,XS,SUP-004,445,1718,53,30,23,0.434,0.566,2024-10-21,41,2.56,0.0,999.0,17.79,29279,Warning,Online - Nykaa,Planned markdown,20,Slowing velocity (2.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1374,23423,25282,2
SKU-0271,Shibori Coord Set (Rayon),Coord Set,Mauve,S,SUP-008,880,2298,50,35,15,0.3,0.7,2024-10-03,59,1.67,0.0,999.0,17.7,21270,Critical,Online - Nykaa,Planned markdown,25,Slowing velocity (1.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1724,17016,20688,2
SKU-0376,Chikankari Dress (Rayon),Dress,Terracotta,XL,SUP-005,687,1518,91,31,60,0.659,0.341,2024-11-05,26,2.78,2.0,120.0,17.13,49860,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (2.8 units/week). 120 weeks of stock at current pace. Schedule markdown for next week.,1214,39888,58272,2
SKU-0263,Ajrakh Coord Set (Georgette),Coord Set,Ivory,XL,SUP-006,648,2507,145,105,40,0.276,0.724,2024-10-01,61,4.51,0.0,999.0,16.84,74360,Critical,Online - Instagram,Planned markdown,25,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1880,59488,60160,2
SKU-0020,Shibori Kurta (Linen),Kurta,Mauve,XS,SUP-003,547,1405,135,99,36,0.267,0.733,2024-09-29,63,4.12,0.0,999.0,16.82,30888,Critical,Online - Instagram,Planned markdown,20,Slowing velocity (4.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1124,24710,32371,2
SKU-0469,Ikat Palazzo (Chanderi),Palazzo,Ivory,M,SUP-004,299,1093,64,43,21,0.328,0.672,2024-10-11,51,2.76,0.0,999.0,16.73,16674,Critical,Store - Koramangala,Planned markdown,15,Slowing velocity (2.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,929,13339,15607,2
SKU-0457,Chikankari Palazzo (Rayon),Palazzo,Mauve,XXL,SUP-005,203,839,91,54,37,0.407,0.593,2024-10-21,41,2.93,0.0,999.0,16.69,23532,Warning,Online - Website,Planned markdown,15,Slowing velocity (2.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,713,18826,21105,2
SKU-0486,Mirror work Palazzo (Silk blend),Palazzo,Mauve,M,SUP-008,252,628,51,20,31,0.608,0.392,2024-11-04,27,1.94,1.0,124.0,16.42,11656,Warning,Store - MG Road,Planned markdown,15,Slowing velocity (1.9 units/week). 124 weeks of stock at current pace. Schedule markdown for next week.,534,9325,13243,2
SKU-0322,Dabu print Dupatta (Silk blend),Dupatta,Charcoal,XL,SUP-004,226,433,79,33,46,0.582,0.418,2024-11-03,28,2.43,2.0,92.0,16.3,9522,Warning,Store - Indiranagar,Planned markdown,15,Slowing velocity (2.4 units/week). 92 weeks of stock at current pace. Schedule markdown for next week.,368,7618,13542,2
SKU-0378,Chikankari Dress (Cotton),Dress,Mauve,XXL,SUP-010,526,1519,59,35,24,0.407,0.593,2024-10-22,40,2.19,0.0,999.0,16.28,23832,Warning,Online - Instagram,Planned markdown,20,Slowing velocity (2.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1215,19066,23328,2
SKU-0278,Chikankari Coord Set (Chanderi),Coord Set,Mauve,XXL,SUP-006,728,1997,108,64,44,0.407,0.593,2024-10-22,40,3.07,0.0,999.0,16.28,55836,Warning,Store - Koramangala,Planned markdown,25,Slowing velocity (3.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1498,44669,52730,2
SKU-0032,Mirror work Kurta (Mul mul),Kurta,Rust,XXL,SUP-009,424,1574,128,105,23,0.18,0.82,2024-09-02,90,4.15,0.0,999.0,16.2,26450,Critical,Store - MG Road,Planned markdown,20,Slowing velocity (4.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1259,21160,23166,2
SKU-0043,Shibori Kurta (Mul mul),Kurta,Sage green,XS,SUP-008,362,1777,139,95,44,0.317,0.683,2024-10-13,49,4.49,0.0,999.0,15.53,62260,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1422,49808,50054,2
SKU-0356,Shibori Dupatta (Mul mul),Dupatta,Sage green,L,SUP-008,172,576,31,21,10,0.323,0.677,2024-10-14,48,1.62,0.0,999.0,15.5,4040,Warning,Online - Website,Planned markdown,15,Slowing velocity (1.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,490,3232,3920,2
SKU-0144,Ajrakh Saree (Cotton),Saree,Mauve,L,SUP-010,1714,3508,31,21,10,0.323,0.677,2024-10-14,48,1.55,0.0,999.0,15.5,17940,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (1.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2631,14352,21048,2
SKU-0134,Dabu print Saree (Mul mul),Saree,Indigo,XL,SUP-001,1984,6358,100,73,27,0.27,0.73,2024-10-05,57,3.13,0.0,999.0,15.39,118098,Critical,Store - Koramangala,Planned markdown,25,Slowing velocity (3.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,4768,94478,102989,2
SKU-0323,Ajrakh Dupatta (Silk blend),Dupatta,Sage green,XL,SUP-010,126,419,55,40,15,0.273,0.727,2024-10-06,56,2.0,0.0,999.0,15.29,4395,Critical,Online - Instagram,Planned markdown,15,Slowing velocity (2.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,356,3516,4272,2
SKU-0467,Mirror work Palazzo (Linen),Palazzo,Sage green,L,SUP-005,280,967,32,23,9,0.281,0.719,2024-10-08,54,1.87,0.0,999.0,15.17,6183,Critical,Store - Indiranagar,Planned markdown,15,Slowing velocity (1.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,822,4946,5918,2
SKU-0307,Kalamkari Dupatta (Chanderi),Dupatta,Ochre,XXL,SUP-004,173,837,89,62,27,0.303,0.697,2024-10-12,50,3.74,0.0,999.0,15.15,17928,Critical,Online - Nykaa,Planned markdown,15,Slowing velocity (3.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,711,14342,15358,2
SKU-0054,Chikankari Kurta (Mul mul),Kurta,Ivory,XXL,SUP-005,553,1167,52,36,16,0.308,0.692,2024-10-13,49,2.57,0.0,999.0,15.09,9824,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (2.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,934,7859,11955,2
SKU-0026,Shibori Kurta (Mul mul),Kurta,Ochre,XL,SUP-003,589,1093,49,33,16,0.327,0.673,2024-10-16,46,2.1,0.0,999.0,15.04,8064,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (2.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,874,6451,11187,2
SKU-0389,Kalamkari Dress (Mul mul),Dress,Teal,L,SUP-003,528,1861,30,21,9,0.3,0.7,2024-10-12,50,1.5,0.0,999.0,15.0,11997,Critical,Online - Nykaa,Planned markdown,20,Slowing velocity (1.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1489,9598,10721,2
SKU-0254,Chikankari Coord Set (Cotton),Coord Set,Ivory,M,SUP-007,541,2797,53,40,13,0.245,0.755,2024-10-01,61,2.03,0.0,999.0,14.94,29328,Critical,Store - Indiranagar,Planned markdown,25,Slowing velocity (2.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2098,23462,21819,2
SKU-0250,Ajrakh Coord Set (Silk blend),Coord Set,Sage green,S,SUP-001,518,2483,84,46,38,0.452,0.548,2024-10-29,33,3.16,0.0,999.0,14.92,74670,Warning,Store - MG Road,Planned markdown,25,Slowing velocity (3.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1862,59736,56605,2
SKU-0289,Mirror work Coord Set (Chanderi),Coord Set,Ochre,L,SUP-001,760,2172,124,74,50,0.403,0.597,2024-10-25,37,4.84,0.0,999.0,14.91,70600,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (4.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1629,56480,65160,2
SKU-0165,Chikankari Saree (Georgette),Saree,Blush pink,XS,SUP-004,1735,6478,122,78,44,0.361,0.639,2024-10-21,41,4.51,0.0,999.0,14.8,208692,Warning,Online - Instagram,Planned markdown,25,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,4858,166954,171002,2
SKU-0320,Chikankari Dupatta (Silk blend),Dupatta,Teal,L,SUP-008,225,763,39,26,13,0.333,0.667,2024-10-18,44,1.84,0.0,999.0,14.65,6994,Warning,Store - Indiranagar,Planned markdown,15,Slowing velocity (1.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,649,5595,6750,2
SKU-0439,Block print Dress (Cotton),Dress,Indigo,M,SUP-006,427,1592,70,50,20,0.286,0.714,2024-10-11,51,2.89,0.0,999.0,14.59,23300,Critical,Online - Instagram,Planned markdown,20,Slowing velocity (2.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1274,18640,20384,2
SKU-0205,Ajrakh Coord Set (Chanderi),Coord Set,Teal,L,SUP-001,589,1521,133,102,31,0.233,0.767,2024-09-30,62,4.58,0.0,999.0,14.45,28892,Critical,Store - MG Road,Planned markdown,25,Slowing velocity (4.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1141,23114,28297,2
SKU-0075,Kalamkari Kurta (Linen),Kurta,Mauve,M,SUP-005,393,1634,65,50,15,0.231,0.769,2024-10-01,61,2.02,0.0,999.0,14.09,18615,Critical,Online - Instagram,Planned markdown,20,Slowing velocity (2.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1307,14892,15684,2
SKU-0052,Mirror work Kurta (Rayon),Kurta,Teal,M,SUP-010,621,1138,45,30,15,0.333,0.667,2024-10-20,42,2.56,0.0,999.0,13.99,7755,Warning,Online - Website,Planned markdown,20,Slowing velocity (2.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,910,6204,10920,2
SKU-0425,Bandhani Dress (Georgette),Dress,Ochre,XS,SUP-006,557,1774,145,107,38,0.262,0.738,2024-10-10,52,4.51,0.0,999.0,13.62,46246,Critical,Online - Website,Planned markdown,20,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1419,36997,43138,2
SKU-0460,Shibori Palazzo (Rayon),Palazzo,Teal,S,SUP-002,275,587,59,48,11,0.186,0.814,2024-09-21,71,1.9,0.0,999.0,13.21,3432,Critical,Online - Nykaa,Planned markdown,15,Slowing velocity (1.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,499,2746,4391,2
SKU-0198,Shibori Saree (Linen),Saree,Teal,XS,SUP-004,1177,5146,129,106,23,0.178,0.822,2024-09-18,74,4.61,0.0,999.0,13.17,91287,Critical,Store - Koramangala,Planned markdown,25,Slowing velocity (4.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,3860,73030,71024,2
SKU-0398,Block print Dress (Cotton),Dress,Ivory,M,SUP-006,748,1215,96,56,40,0.417,0.583,2024-10-31,31,4.17,0.0,999.0,12.93,18680,Warning,Online - Instagram,Planned markdown,20,Slowing velocity (4.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,972,14944,31104,2
SKU-0448,Kalamkari Dress (Linen),Dress,Rust,M,SUP-001,742,2079,132,104,28,0.212,0.788,2024-10-02,60,4.52,0.0,999.0,12.72,37436,Critical,Online - Instagram,Planned markdown,20,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1663,29949,37251,2
SKU-0002,Bagru print Kurta (Silk blend),Kurta,Ochre,XL,SUP-002,437,1322,117,77,40,0.342,0.658,2024-10-25,37,4.77,0.0,999.0,12.65,35400,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (4.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1058,28320,33856,2
SKU-0362,Ikat Dupatta (Linen),Dupatta,Rust,XXL,SUP-002,174,804,117,71,46,0.393,0.607,2024-10-30,32,4.73,0.0,999.0,12.58,28980,Warning,Online - Nykaa,Planned markdown,15,Slowing velocity (4.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,683,23184,25134,2
SKU-0069,Ajrakh Kurta (Silk blend),Kurta,Terracotta,S,SUP-005,523,1602,58,46,12,0.207,0.793,2024-10-03,59,2.15,0.0,999.0,12.21,12948,Critical,Store - Koramangala,Planned markdown,20,Slowing velocity (2.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1282,10358,12307,2
SKU-0169,Ikat Saree (Rayon),Saree,Ivory,XXL,SUP-001,1725,3120,32,22,10,0.312,0.688,2024-10-23,39,1.33,0.0,999.0,12.17,13950,Warning,Online - Instagram,Planned markdown,25,Slowing velocity (1.3 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2340,11160,18720,2
SKU-0275,Shibori Coord Set (Mul mul),Coord Set,Rust,L,SUP-001,892,2522,33,28,5,0.152,0.848,2024-09-12,80,1.21,0.0,999.0,12.16,8150,Critical,Online - Instagram,Planned markdown,25,Slowing velocity (1.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1892,6520,7568,2
SKU-0086,Bagru print Kurta (Georgette),Kurta,Terracotta,S,SUP-002,637,983,83,55,28,0.337,0.663,2024-10-26,36,3.67,0.0,999.0,12.13,9688,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (3.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,786,7750,17606,2
SKU-0309,Ikat Dupatta (Mul mul),Dupatta,Blush pink,XXL,SUP-008,199,535,63,40,23,0.365,0.635,2024-10-29,33,4.12,0.0,999.0,12.04,7728,Warning,Store - Koramangala,Planned markdown,15,Slowing velocity (4.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,455,6182,8372,2
SKU-0330,Chikankari Dupatta (Linen),Dupatta,Blush pink,XXL,SUP-010,231,784,128,93,35,0.273,0.727,2024-10-19,43,4.72,0.0,999.0,11.74,19355,Warning,Online - Nykaa,Planned markdown,15,Slowing velocity (4.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,666,15484,18648,2
SKU-0210,Chikankari Coord Set (Rayon),Coord Set,Teal,M,SUP-002,737,2779,99,72,27,0.273,0.727,2024-10-20,42,3.38,0.0,999.0,11.47,55134,Warning,Online - Nykaa,Planned markdown,25,Slowing velocity (3.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2084,44107,45014,2
SKU-0074,Shibori Kurta (Cotton),Kurta,Ochre,XL,SUP-006,539,1454,87,71,16,0.184,0.816,2024-09-30,62,3.94,0.0,999.0,11.41,14640,Critical,Store - MG Road,Planned markdown,20,Slowing velocity (3.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1163,11712,14886,2
SKU-0458,Mirror work Palazzo (Rayon),Palazzo,Charcoal,S,SUP-008,368,1058,36,24,12,0.333,0.667,2024-10-28,34,2.51,0.0,999.0,11.32,8280,Warning,Online - Website,Planned markdown,15,Slowing velocity (2.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,899,6624,8630,2
SKU-0060,Kalamkari Kurta (Chanderi),Kurta,Blush pink,L,SUP-009,454,1145,50,35,15,0.3,0.7,2024-10-25,37,3.45,0.0,999.0,11.1,10365,Warning,Online - Instagram,Planned markdown,20,Slowing velocity (3.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,916,8292,10992,2
SKU-0338,Mirror work Dupatta (Cotton),Dupatta,Ivory,XL,SUP-005,233,712,33,20,13,0.394,0.606,2024-11-03,28,2.64,2.0,26.0,11.03,6227,Warning,Online - Instagram,Planned markdown,15,Slowing velocity (2.6 units/week). 26 weeks of stock at current pace. Schedule markdown for next week.,605,4982,6292,2
SKU-0465,Ikat Palazzo (Cotton),Palazzo,Charcoal,S,SUP-008,264,740,44,27,17,0.386,0.614,2024-11-03,28,2.95,2.0,34.0,10.81,8092,Warning,Store - MG Road,Planned markdown,15,Slowing velocity (3.0 units/week). 34 weeks of stock at current pace. Schedule markdown for next week.,629,6474,8554,2
