sku_id,product_name,category,color,size,cost_price,mrp,units_purchased,sell_through_rate,status,bleed_score,predicted_units_next_season,units_min,units_max,vs_last_season,buying_signal,estimated_capital_needed
SKU-0283,Block print Coord Set (Cotton),Coord Set,Ivory,XS,541,1420,30,0.2,Healthy,19.2,30,26,34,0,Same,16230
SKU-0453,Bandhani Palazzo (Rayon),Palazzo,Teal,S,275,831,34,0.118,Critical,84.67,34,29,39,0,Same,9350
SKU-0194,Mirror work Saree (Silk blend),Saree,Charcoal,XL,1668,6226,30,0.1,Critical,56.7,30,26,34,0,Same,50040
SKU-0229,Mirror work Coord Set (Rayon),Coord Set,Ochre,S,840,1528,84,0.321,Healthy,0.0,84,71,97,0,Same,70560
SKU-0389,Kalamkari Dress (Mul mul),Dress,Teal,L,528,1861,30,0.7,Critical,15.0,30,26,34,0,Same,15840
SKU-0201,Shibori Coord Set (Cotton),Coord Set,Ochre,XS,594,1565,40,0.3,Healthy,16.8,40,34,46,0,Same,23760
SKU-0139,Ajrakh Saree (Mul mul),Saree,Ivory,L,854,3681,36,0.722,Critical,18.63,36,31,41,0,Same,30744
SKU-0014,Bandhani Kurta (Cotton),Kurta,Mauve,S,384,1688,43,0.791,Warning,9.61,43,37,49,0,Same,16512
SKU-0219,Shibori Coord Set (Cotton),Coord Set,Indigo,M,825,2568,34,0.088,Critical,82.99,35,30,40,1,Same,28875
SKU-0484,Dabu print Palazzo (Cotton),Palazzo,Ivory,XXL,349,683,88,0.466,Healthy,0.53,89,76,102,1,Same,31061
SKU-0347,Block print Dupatta (Georgette),Dupatta,Teal,M,275,396,87,0.851,Critical,9.09,88,75,101,1,Same,24200
SKU-0369,Bandhani Dupatta (Silk blend),Dupatta,Ivory,L,160,388,105,0.857,Critical,9.01,107,91,123,2,Same,17120
SKU-0275,Shibori Coord Set (Mul mul),Coord Set,Rust,L,892,2522,33,0.848,Critical,12.16,35,30,40,2,Same,31220
SKU-0320,Chikankari Dupatta (Silk blend),Dupatta,Teal,L,225,763,39,0.667,Warning,14.65,41,35,47,2,Same,9225
SKU-0100,Dabu print Kurta (Linen),Kurta,Blush pink,M,565,1335,32,0.219,Critical,66.39,35,30,40,3,Same,19775
SKU-0120,Bandhani Kurta (Linen),Kurta,Ochre,M,453,1053,80,0.412,Healthy,0.59,83,71,95,3,Same,37599
SKU-0356,Shibori Dupatta (Mul mul),Dupatta,Sage green,L,172,576,31,0.677,Warning,15.5,34,29,39,3,Same,5848
SKU-0144,Ajrakh Saree (Cotton),Saree,Mauve,L,1714,3508,31,0.677,Warning,15.5,34,29,39,3,Same,58276
SKU-0083,Block print Kurta (Rayon),Kurta,Teal,XXL,447,1054,98,0.796,Warning,5.71,101,86,116,3,Same,45147
SKU-0293,Ajrakh Coord Set (Silk blend),Coord Set,Terracotta,XS,680,1559,47,0.596,Critical,24.64,50,42,57,3,Same,34000
SKU-0439,Block print Dress (Cotton),Dress,Indigo,M,427,1592,70,0.714,Critical,14.59,73,62,84,3,Same,31171
SKU-0078,Ikat Kurta (Chanderi),Kurta,Blush pink,S,357,1071,57,0.789,Warning,8.23,61,52,70,4,Same,21777
SKU-0081,Ajrakh Kurta (Silk blend),Kurta,Mauve,XS,359,1773,94,0.5,Healthy,0.0,98,83,113,4,Same,35182
SKU-0483,Bandhani Palazzo (Mul mul),Palazzo,Rust,S,240,697,63,0.873,Warning,5.46,67,57,77,4,Same,16080
SKU-0056,Ikat Kurta (Georgette),Kurta,Indigo,XS,445,1718,53,0.566,Warning,17.79,57,48,66,4,Same,25365
SKU-0103,Block print Kurta (Rayon),Kurta,Sage green,XS,475,1761,39,0.359,Healthy,13.46,43,37,49,4,Same,20425
SKU-0023,Ajrakh Kurta (Chanderi),Kurta,Ochre,XL,430,1648,30,0.133,Critical,80.63,34,29,39,4,Same,14620
SKU-0500,Ikat Palazzo (Silk blend),Palazzo,Rust,L,220,791,30,0.167,Critical,81.63,34,29,39,4,Same,7480
SKU-0476,Kalamkari Palazzo (Linen),Palazzo,Blush pink,M,296,1066,91,0.626,Healthy,3.74,95,81,109,4,Same,28120
SKU-0034,Ikat Kurta (Georgette),Kurta,Rust,XS,638,1347,77,0.468,Healthy,1.06,82,70,94,5,Same,52316
SKU-0135,Mirror work Saree (Linen),Saree,Blush pink,XS,1648,5632,30,0.133,Critical,104.04,35,30,40,5,Same,57680
SKU-0003,Block print Kurta (Mul mul),Kurta,Terracotta,XXL,643,1335,78,0.577,Healthy,0.42,83,71,95,5,Same,53369
SKU-0221,Shibori Coord Set (Cotton),Coord Set,Mauve,L,765,2243,72,0.764,Warning,10.15,77,65,89,5,Same,58905
SKU-0028,Bagru print Kurta (Cotton),Kurta,Charcoal,XS,477,1500,52,0.808,Warning,5.76,57,48,66,5,Same,27189
SKU-0402,Bandhani Dress (Cotton),Dress,Sage green,XS,746,1641,30,0.1,Critical,88.2,35,30,40,5,Same,26110
SKU-0090,Bandhani Kurta (Georgette),Kurta,Indigo,L,635,1284,67,0.881,Warning,4.52,72,61,83,5,Same,45720
SKU-0051,Mirror work Kurta (Cotton),Kurta,Blush pink,XL,639,1045,30,0.2,Critical,74.4,35,30,40,5,Same,22365
SKU-0307,Kalamkari Dupatta (Chanderi),Dupatta,Ochre,XXL,173,837,89,0.697,Critical,15.15,95,81,109,6,Buy more,16435
SKU-0346,Bandhani Dupatta (Cotton),Dupatta,Sage green,XL,227,488,95,0.8,Warning,6.6,101,86,116,6,Buy more,22927
SKU-0421,Chikankari Dress (Rayon),Dress,Indigo,XS,729,2051,37,0.838,Critical,8.75,44,37,51,7,Buy more,32076
SKU-0092,Block print Kurta (Mul mul),Kurta,Sage green,XL,533,1350,35,0.8,Warning,7.8,42,36,48,7,Buy more,22386
SKU-0458,Mirror work Palazzo (Rayon),Palazzo,Charcoal,S,368,1058,36,0.667,Warning,11.32,44,37,51,8,Buy more,16192
SKU-0055,Ikat Kurta (Chanderi),Kurta,Sage green,S,599,1471,48,0.729,Warning,10.03,56,48,64,8,Buy more,33544
SKU-0370,Block print Dupatta (Rayon),Dupatta,Terracotta,L,191,805,98,0.806,Critical,10.09,106,90,122,8,Buy more,20246
SKU-0354,Chikankari Dupatta (Cotton),Dupatta,Rust,L,182,422,67,0.866,Warning,6.57,76,65,87,9,Buy more,13832
SKU-0228,Ikat Coord Set (Chanderi),Coord Set,Terracotta,L,793,1550,37,0.865,Critical,10.66,46,39,53,9,Buy more,36478
SKU-0291,Shibori Coord Set (Cotton),Coord Set,Charcoal,S,881,2235,91,0.758,Healthy,4.6,101,86,116,10,Buy more,88981
SKU-0405,Bandhani Dress (Silk blend),Dress,Ochre,S,494,2009,46,0.478,Healthy,5.22,56,48,64,10,Buy more,27664
SKU-0060,Kalamkari Kurta (Chanderi),Kurta,Blush pink,L,454,1145,50,0.7,Warning,11.1,60,51,69,10,Buy more,27240
SKU-0054,Chikankari Kurta (Mul mul),Kurta,Ivory,XXL,553,1167,52,0.692,Warning,15.09,63,54,72,11,Buy more,34839
SKU-0465,Ikat Palazzo (Cotton),Palazzo,Charcoal,S,264,740,44,0.614,Warning,10.81,55,47,63,11,Buy more,14520
SKU-0338,Mirror work Dupatta (Cotton),Dupatta,Ivory,XL,233,712,33,0.606,Warning,11.03,44,37,51,11,Buy more,10252
SKU-0384,Ikat Dress (Chanderi),Dress,Ochre,M,486,1174,80,0.612,Healthy,6.21,91,77,105,11,Buy more,44226
SKU-0036,Block print Kurta (Mul mul),Kurta,Ivory,XL,376,1175,33,0.394,Healthy,10.3,44,37,51,11,Buy more,16544
SKU-0129,Kalamkari Saree (Rayon),Saree,Terracotta,XXL,1578,3992,83,0.639,Healthy,2.53,95,81,109,12,Buy more,149910
SKU-0006,Chikankari Kurta (Mul mul),Kurta,Blush pink,M,402,1289,65,0.8,Warning,9.8,77,65,89,12,Buy more,30954
SKU-0467,Mirror work Palazzo (Linen),Palazzo,Sage green,L,280,967,32,0.719,Critical,15.17,44,37,51,12,Buy more,12320
SKU-0021,Mirror work Kurta (Cotton),Kurta,Sage green,XS,521,1613,87,0.793,Healthy,3.73,99,84,114,12,Buy more,51579
SKU-0435,Bagru print Dress (Linen),Dress,Charcoal,XS,594,1663,55,0.855,Warning,6.09,68,58,78,13,Buy more,40392
SKU-0170,Ajrakh Saree (Linen),Saree,Mauve,XS,1965,4233,82,0.793,Healthy,2.9,95,81,109,13,Buy more,186675
SKU-0225,Chikankari Coord Set (Silk blend),Coord Set,Ochre,XL,781,2196,88,0.125,Healthy,0.0,102,87,117,14,Buy more,79662
SKU-0207,Chikankari Coord Set (Silk blend),Coord Set,Sage green,L,763,2741,87,0.621,Critical,20.47,101,86,116,14,Buy more,77063
SKU-0380,Bagru print Dress (Mul mul),Dress,Mauve,L,537,1778,85,0.529,Healthy,0.0,100,85,115,15,Buy more,53700
SKU-0046,Mirror work Kurta (Silk blend),Kurta,Mauve,XS,519,1787,82,0.354,Healthy,0.65,97,82,112,15,Buy more,50343
SKU-0146,Bagru print Saree (Cotton),Saree,Terracotta,XXL,1876,5777,88,0.591,Critical,22.49,103,88,118,15,Buy more,193228
SKU-0427,Dabu print Dress (Mul mul),Dress,Ochre,XL,538,1883,88,0.852,Warning,5.92,103,88,118,15,Buy more,55414
SKU-0052,Mirror work Kurta (Rayon),Kurta,Teal,M,621,1138,45,0.667,Warning,13.99,61,52,70,16,Buy more,37881
SKU-0118,Dabu print Kurta (Cotton),Kurta,Indigo,XXL,411,1081,67,0.851,Warning,6.56,84,71,97,17,Buy more,34524
SKU-0360,Mirror work Dupatta (Mul mul),Dupatta,Charcoal,M,206,780,81,0.765,Warning,6.34,99,84,114,18,Buy more,20394
SKU-0030,Chikankari Kurta (Cotton),Kurta,Charcoal,M,603,1601,77,0.571,Healthy,6.86,95,81,109,18,Buy more,57285
SKU-0449,Ajrakh Dress (Rayon),Dress,Sage green,XL,510,1817,82,0.244,Healthy,0.76,101,86,116,19,Buy more,51510
SKU-0130,Mirror work Saree (Georgette),Saree,Rust,XL,1782,5072,82,0.134,Healthy,1.73,102,87,117,20,Buy more,181764
SKU-0074,Shibori Kurta (Cotton),Kurta,Ochre,XL,539,1454,87,0.816,Critical,11.41,107,91,123,20,Buy more,57673
SKU-0222,Mirror work Coord Set (Mul mul),Coord Set,Charcoal,M,500,1712,76,0.724,Warning,8.56,96,82,110,20,Buy more,48000
SKU-0004,Bandhani Kurta (Mul mul),Kurta,Teal,L,408,1460,32,0.406,Healthy,5.35,53,45,61,21,Buy much more,21624
SKU-0451,Shibori Palazzo (Cotton),Palazzo,Mauve,S,286,815,46,0.826,Warning,5.92,67,57,77,21,Buy much more,19162
SKU-0399,Chikankari Dress (Chanderi),Dress,Ochre,XL,744,2136,72,0.708,Healthy,0.0,94,80,108,22,Buy much more,69936
SKU-0174,Bagru print Saree (Linen),Saree,Mauve,XL,1552,4753,76,0.303,Healthy,0.7,98,83,113,22,Buy much more,152096
SKU-0436,Ikat Dress (Cotton),Dress,Blush pink,XXL,660,1104,79,0.873,Warning,4.83,101,86,116,22,Buy much more,66660
SKU-0404,Chikankari Dress (Cotton),Dress,Indigo,XXL,613,1802,59,0.864,Critical,7.07,81,69,93,22,Buy much more,49653
SKU-0066,Chikankari Kurta (Cotton),Kurta,Teal,XL,374,1418,71,0.592,Healthy,8.57,94,80,108,23,Buy much more,35156
SKU-0351,Bandhani Dupatta (Linen),Dupatta,Sage green,XS,191,539,69,0.565,Healthy,4.78,93,79,107,24,Buy much more,17763
SKU-0492,Bagru print Palazzo (Silk blend),Palazzo,Indigo,M,268,848,62,0.742,Healthy,1.29,86,73,99,24,Buy much more,23048
SKU-0106,Mirror work Kurta (Rayon),Kurta,Charcoal,XS,575,1392,51,0.804,Warning,6.86,75,64,86,24,Buy much more,43125
SKU-0226,Dabu print Coord Set (Mul mul),Coord Set,Mauve,S,824,2584,72,0.361,Healthy,0.64,96,82,110,24,Buy much more,79104
SKU-0375,Mirror work Dress (Silk blend),Dress,Blush pink,S,574,1728,70,0.243,Healthy,1.51,95,81,109,25,Buy much more,54530
SKU-0017,Ajrakh Kurta (Chanderi),Kurta,Charcoal,XL,592,1035,57,0.456,Healthy,0.0,83,71,95,26,Buy much more,49136
SKU-0042,Dabu print Kurta (Georgette),Kurta,Terracotta,M,595,1125,54,0.852,Healthy,0.89,80,68,92,26,Buy much more,47600
SKU-0196,Bagru print Saree (Mul mul),Saree,Charcoal,XS,2094,4455,37,0.541,Healthy,10.56,64,54,74,27,Buy much more,134016
SKU-0424,Kalamkari Dress (Chanderi),Dress,Mauve,XXL,557,1664,31,0.806,Healthy,3.49,58,49,67,27,Buy much more,32306
SKU-0180,Kalamkari Saree (Rayon),Saree,Ivory,S,836,5587,74,0.541,Healthy,0.46,101,86,116,27,Buy much more,84436
SKU-0340,Ajrakh Dupatta (Mul mul),Dupatta,Ochre,S,140,507,56,0.536,Healthy,0.0,85,72,98,29,Buy much more,11900
SKU-0011,Bandhani Kurta (Cotton),Kurta,Blush pink,M,478,1597,62,0.774,Healthy,4.97,92,78,106,30,Buy much more,43976
SKU-0088,Block print Kurta (Georgette),Kurta,Teal,XL,571,1712,43,0.86,Warning,5.32,73,62,84,30,Buy much more,41683
SKU-0415,Bandhani Dress (Cotton),Dress,Ochre,L,519,2010,66,0.636,Healthy,8.01,96,82,110,30,Buy much more,49824
SKU-0012,Chikankari Kurta (Cotton),Kurta,Blush pink,L,610,1439,62,0.774,Healthy,0.68,93,79,107,31,Buy much more,56730
SKU-0309,Ikat Dupatta (Mul mul),Dupatta,Blush pink,XXL,199,535,63,0.635,Warning,12.04,95,81,109,32,Buy much more,18905
SKU-0009,Kalamkari Kurta (Rayon),Kurta,Indigo,XL,564,1201,55,0.691,Healthy,5.56,88,75,101,33,Buy much more,49632
SKU-0462,Kalamkari Palazzo (Linen),Palazzo,Mauve,XS,238,1077,60,0.683,Healthy,0.63,93,79,107,33,Buy much more,22134
SKU-0149,Ikat Saree (Cotton),Saree,Ochre,S,927,6124,66,0.591,Healthy,7.36,99,84,114,33,Buy much more,91773
SKU-0175,Bandhani Saree (Mul mul),Saree,Terracotta,XS,1526,4936,64,0.219,Healthy,1.56,98,83,113,34,Buy much more,149548
SKU-0304,Block print Dupatta (Linen),Dupatta,Charcoal,S,177,403,49,0.551,Healthy,0.0,84,71,97,35,Buy much more,14868
SKU-0249,Dabu print Coord Set (Silk blend),Coord Set,Mauve,L,651,2119,53,0.736,Warning,6.6,90,76,103,37,Buy much more,58590
SKU-0251,Bandhani Coord Set (Mul mul),Coord Set,Indigo,XS,741,1980,50,0.84,Healthy,2.08,88,75,101,38,Buy much more,65208
SKU-0333,Block print Dupatta (Georgette),Dupatta,Indigo,XS,177,633,32,0.656,Warning,8.6,70,60,80,38,Buy much more,12390
SKU-0337,Ajrakh Dupatta (Georgette),Dupatta,Rust,XL,161,665,56,0.286,Healthy,0.71,96,82,110,40,Buy much more,15456
SKU-0040,Bandhani Kurta (Linen),Kurta,Blush pink,S,572,1515,52,0.827,Warning,5.36,93,79,107,41,Buy much more,53196
SKU-0296,Shibori Coord Set (Georgette),Coord Set,Indigo,XL,721,1438,37,0.757,Healthy,0.97,78,66,90,41,Buy much more,56238
SKU-0295,Bandhani Coord Set (Linen),Coord Set,Ivory,XL,712,2595,61,0.656,Healthy,3.78,103,88,118,42,Buy much more,73336
SKU-0148,Dabu print Saree (Chanderi),Saree,Indigo,XL,2024,3501,47,0.404,Healthy,0.0,91,77,105,44,Buy much more,184184
SKU-0239,Kalamkari Coord Set (Chanderi),Coord Set,Mauve,L,653,2064,44,0.568,Healthy,0.43,89,76,102,45,Buy much more,58117
SKU-0485,Ikat Palazzo (Cotton),Palazzo,Rust,S,299,608,39,0.385,Healthy,0.62,88,75,101,49,Buy much more,26312
SKU-0113,Chikankari Kurta (Chanderi),Kurta,Indigo,XL,527,959,31,0.645,Healthy,0.71,80,68,92,49,Buy much more,42160
SKU-0313,Ikat Dupatta (Georgette),Dupatta,Ochre,XXL,264,547,38,0.421,Healthy,1.16,89,76,102,51,Buy much more,23496
SKU-0299,Kalamkari Coord Set (Rayon),Coord Set,Ivory,M,587,2467,48,0.646,Healthy,5.31,100,85,115,52,Buy much more,58700
