sku_id,product_name,category,color,size,supplier_id,launch_date,cost_price,mrp,margin_per_unit,units_purchased,units_sold_total,units_on_hand,stock_remaining_pct,sell_through_rate,last_sale_date,days_since_last_sale,days_on_shelf,units_sold_last_4w,velocity_overall,weeks_of_stock,bleed_score,margin_at_risk,status,top_channel
SKU-0205,Ajrakh Coord Set (Chanderi),Coord Set,Teal,L,SUP-001,2024-06-28,589,1521,932,133,102,31,0.233,0.767,2024-09-30,62,156,0.0,4.58,999.0,14.45,28892,Critical,Store - MG Road
SKU-0223,Block print Coord Set (Mul mul),Coord Set,Blush pink,L,SUP-006,2024-09-30,703,1564,861,137,21,116,0.847,0.153,2024-11-14,17,62,5.0,2.37,92.8,14.4,99876,Healthy,Online - Nykaa
SKU-0075,Kalamkari Kurta (Linen),Kurta,Mauve,M,SUP-005,2024-06-11,393,1634,1241,65,50,15,0.231,0.769,2024-10-01,61,173,0.0,2.02,999.0,14.09,18615,Critical,Online - Instagram
SKU-0052,Mirror work Kurta (Rayon),Kurta,Teal,M,SUP-010,2024-09-10,621,1138,517,45,30,15,0.333,0.667,2024-10-20,42,82,0.0,2.56,999.0,13.99,7755,Warning,Online - Website
SKU-0122,Ajrakh Saree (Chanderi),Saree,Mauve,M,SUP-010,2024-08-24,1750,4536,2786,126,43,83,0.659,0.341,2024-11-10,21,99,5.0,3.04,66.4,13.84,231238,Healthy,Online - Website
SKU-0425,Bandhani Dress (Georgette),Dress,Ochre,XS,SUP-006,2024-06-18,557,1774,1217,145,107,38,0.262,0.738,2024-10-10,52,166,0.0,4.51,999.0,13.62,46246,Critical,Online - Website
SKU-0103,Block print Kurta (Rayon),Kurta,Sage green,XS,SUP-004,2024-10-24,475,1761,1286,39,14,25,0.641,0.359,2024-11-10,21,38,6.0,2.58,16.7,13.46,32150,Healthy,Online - Website
SKU-0460,Shibori Palazzo (Rayon),Palazzo,Teal,S,SUP-002,2024-06-07,275,587,312,59,48,11,0.186,0.814,2024-09-21,71,177,0.0,1.9,999.0,13.21,3432,Critical,Online - Nykaa
SKU-0198,Shibori Saree (Linen),Saree,Teal,XS,SUP-004,2024-06-23,1177,5146,3969,129,106,23,0.178,0.822,2024-09-18,74,161,0.0,4.61,999.0,13.17,91287,Critical,Store - Koramangala
SKU-0348,Kalamkari Dupatta (Silk blend),Dupatta,Charcoal,XL,SUP-005,2024-10-11,272,652,380,75,17,58,0.773,0.227,2024-11-14,17,51,7.0,2.33,33.1,13.14,22040,Healthy,Online - Nykaa
SKU-0398,Block print Dress (Cotton),Dress,Ivory,M,SUP-006,2024-08-29,748,1215,467,96,56,40,0.417,0.583,2024-10-31,31,94,0.0,4.17,999.0,12.93,18680,Warning,Online - Instagram
SKU-0350,Ajrakh Dupatta (Linen),Dupatta,Ochre,XXL,SUP-004,2024-06-20,253,600,347,146,65,81,0.555,0.445,2024-11-08,23,164,5.0,2.77,64.8,12.76,28107,Healthy,Online - Instagram
SKU-0232,Kalamkari Coord Set (Cotton),Coord Set,Terracotta,XXL,SUP-002,2024-10-01,786,2476,1690,143,13,130,0.909,0.091,2024-11-17,14,61,4.0,1.49,130.0,12.73,219700,Healthy,Online - Website
SKU-0448,Kalamkari Dress (Linen),Dress,Rust,M,SUP-001,2024-06-23,742,2079,1337,132,104,28,0.212,0.788,2024-10-02,60,161,0.0,4.52,999.0,12.72,37436,Critical,Online - Instagram
SKU-0002,Bagru print Kurta (Silk blend),Kurta,Ochre,XL,SUP-002,2024-08-10,437,1322,885,117,77,40,0.342,0.658,2024-10-25,37,113,0.0,4.77,999.0,12.65,35400,Warning,Store - MG Road
SKU-0362,Ikat Dupatta (Linen),Dupatta,Rust,XXL,SUP-002,2024-08-18,174,804,630,117,71,46,0.393,0.607,2024-10-30,32,105,0.0,4.73,999.0,12.58,28980,Warning,Online - Nykaa
SKU-0069,Ajrakh Kurta (Silk blend),Kurta,Terracotta,S,SUP-005,2024-07-04,523,1602,1079,58,46,12,0.207,0.793,2024-10-03,59,150,0.0,2.15,999.0,12.21,12948,Critical,Store - Koramangala
SKU-0169,Ikat Saree (Rayon),Saree,Ivory,XXL,SUP-001,2024-08-07,1725,3120,1395,32,22,10,0.312,0.688,2024-10-23,39,116,0.0,1.33,999.0,12.17,13950,Warning,Online - Instagram
SKU-0275,Shibori Coord Set (Mul mul),Coord Set,Rust,L,SUP-001,2024-06-22,892,2522,1630,33,28,5,0.152,0.848,2024-09-12,80,162,0.0,1.21,999.0,12.16,8150,Critical,Online - Instagram
SKU-0086,Bagru print Kurta (Georgette),Kurta,Terracotta,S,SUP-002,2024-08-18,637,983,346,83,55,28,0.337,0.663,2024-10-26,36,105,0.0,3.67,999.0,12.13,9688,Warning,Store - MG Road
SKU-0309,Ikat Dupatta (Mul mul),Dupatta,Blush pink,XXL,SUP-008,2024-09-24,199,535,336,63,40,23,0.365,0.635,2024-10-29,33,68,0.0,4.12,999.0,12.04,7728,Warning,Store - Koramangala
SKU-0330,Chikankari Dupatta (Linen),Dupatta,Blush pink,XXL,SUP-010,2024-07-16,231,784,553,128,93,35,0.273,0.727,2024-10-19,43,138,0.0,4.72,999.0,11.74,19355,Warning,Online - Nykaa
SKU-0210,Chikankari Coord Set (Rayon),Coord Set,Teal,M,SUP-002,2024-07-05,737,2779,2042,99,72,27,0.273,0.727,2024-10-20,42,149,0.0,3.38,999.0,11.47,55134,Warning,Online - Nykaa
SKU-0074,Shibori Kurta (Cotton),Kurta,Ochre,XL,SUP-006,2024-07-28,539,1454,915,87,71,16,0.184,0.816,2024-09-30,62,126,0.0,3.94,999.0,11.41,14640,Critical,Store - MG Road
SKU-0160,Mirror work Saree (Cotton),Saree,Indigo,XS,SUP-010,2024-07-23,1460,5352,3892,134,58,76,0.567,0.433,2024-11-11,20,131,3.0,3.1,101.3,11.34,295792,Healthy,Store - Indiranagar
SKU-0458,Mirror work Palazzo (Rayon),Palazzo,Charcoal,S,SUP-008,2024-09-25,368,1058,690,36,24,12,0.333,0.667,2024-10-28,34,67,0.0,2.51,999.0,11.32,8280,Warning,Online - Website
SKU-0060,Kalamkari Kurta (Chanderi),Kurta,Blush pink,L,SUP-009,2024-09-21,454,1145,691,50,35,15,0.3,0.7,2024-10-25,37,71,0.0,3.45,999.0,11.1,10365,Warning,Online - Instagram
SKU-0338,Mirror work Dupatta (Cotton),Dupatta,Ivory,XL,SUP-005,2024-10-09,233,712,479,33,20,13,0.394,0.606,2024-11-03,28,53,2.0,2.64,26.0,11.03,6227,Warning,Online - Instagram
SKU-0465,Ikat Palazzo (Cotton),Palazzo,Charcoal,S,SUP-008,2024-09-28,264,740,476,44,27,17,0.386,0.614,2024-11-03,28,64,2.0,2.95,34.0,10.81,8092,Warning,Store - MG Road
SKU-0228,Ikat Coord Set (Chanderi),Coord Set,Terracotta,L,SUP-007,2024-07-13,793,1550,757,37,32,5,0.135,0.865,2024-09-13,79,141,0.0,1.59,999.0,10.66,3785,Critical,Online - Instagram
SKU-0196,Bagru print Saree (Mul mul),Saree,Charcoal,XS,SUP-005,2024-10-22,2094,4455,2361,37,20,17,0.459,0.541,2024-11-08,23,40,9.0,3.5,7.6,10.56,40137,Healthy,Online - Website
SKU-0110,Bagru print Kurta (Chanderi),Kurta,Rust,XL,SUP-005,2024-08-31,411,1390,979,99,54,45,0.455,0.545,2024-11-08,23,92,7.0,4.11,25.7,10.46,44055,Healthy,Store - Indiranagar
SKU-0036,Block print Kurta (Mul mul),Kurta,Ivory,XL,SUP-003,2024-10-28,376,1175,799,33,13,20,0.606,0.394,2024-11-14,17,34,7.0,2.68,11.4,10.3,15980,Healthy,Online - Nykaa
SKU-0221,Shibori Coord Set (Cotton),Coord Set,Mauve,L,SUP-008,2024-08-16,765,2243,1478,72,55,17,0.236,0.764,2024-10-19,43,107,0.0,3.6,999.0,10.15,25126,Warning,Store - MG Road
SKU-0450,Block print Dress (Chanderi),Dress,Terracotta,XL,SUP-004,2024-07-27,510,1423,913,145,84,61,0.421,0.579,2024-11-07,24,127,4.0,4.63,61.0,10.1,55693,Healthy,Store - Koramangala
SKU-0471,Kalamkari Palazzo (Cotton),Palazzo,Mauve,M,SUP-006,2024-08-27,320,717,397,133,77,56,0.421,0.579,2024-11-07,24,96,3.0,5.61,74.7,10.1,22232,Healthy,Store - MG Road
SKU-0370,Block print Dupatta (Rayon),Dupatta,Terracotta,L,SUP-010,2024-08-01,191,805,614,98,79,19,0.194,0.806,2024-10-10,52,122,0.0,4.53,999.0,10.09,11666,Critical,Store - MG Road
SKU-0055,Ikat Kurta (Chanderi),Kurta,Sage green,S,SUP-010,2024-09-10,599,1471,872,48,35,13,0.271,0.729,2024-10-25,37,82,0.0,2.99,999.0,10.03,11336,Warning,Online - Website
SKU-0006,Chikankari Kurta (Mul mul),Kurta,Blush pink,M,SUP-001,2024-08-18,402,1289,887,65,52,13,0.2,0.8,2024-10-13,49,105,0.0,3.47,999.0,9.8,11531,Warning,Online - Website
SKU-0181,Bandhani Saree (Chanderi),Saree,Rust,S,SUP-008,2024-08-17,1023,2517,1494,120,78,42,0.35,0.65,2024-11-03,28,106,2.0,5.15,84.0,9.8,62748,Warning,Online - Instagram
SKU-0397,Bandhani Dress (Georgette),Dress,Sage green,XL,SUP-003,2024-08-18,638,1181,543,77,47,30,0.39,0.61,2024-11-06,25,105,4.0,3.13,30.0,9.75,16290,Warning,Store - Indiranagar
SKU-0496,Ajrakh Palazzo (Rayon),Palazzo,Terracotta,M,SUP-006,2024-08-25,236,736,500,69,48,21,0.304,0.696,2024-10-30,32,98,0.0,3.43,999.0,9.73,10500,Warning,Store - Koramangala
SKU-0080,Bandhani Kurta (Rayon),Kurta,Ochre,S,SUP-003,2024-06-14,561,1410,849,98,82,16,0.163,0.837,2024-10-03,59,170,0.0,3.38,999.0,9.62,13584,Critical,Store - Koramangala
SKU-0014,Bandhani Kurta (Cotton),Kurta,Mauve,S,SUP-007,2024-08-09,384,1688,1304,43,34,9,0.209,0.791,2024-10-16,46,114,0.0,2.09,999.0,9.61,11736,Warning,Store - Indiranagar
SKU-0096,Block print Kurta (Rayon),Kurta,Charcoal,L,SUP-010,2024-09-09,371,1354,983,75,33,42,0.56,0.44,2024-11-14,17,83,8.0,2.78,21.0,9.52,41286,Healthy,Store - Indiranagar
SKU-0217,Dabu print Coord Set (Mul mul),Coord Set,Indigo,XL,SUP-005,2024-08-23,781,1499,718,67,46,21,0.313,0.687,2024-11-01,30,100,0.0,3.22,999.0,9.39,15078,Warning,Online - Nykaa
SKU-0335,Kalamkari Dupatta (Silk blend),Dupatta,Blush pink,L,SUP-010,2024-06-24,242,527,285,37,32,5,0.135,0.865,2024-09-23,69,160,0.0,1.4,999.0,9.32,1425,Critical,Online - Nykaa
SKU-0347,Block print Dupatta (Georgette),Dupatta,Teal,M,SUP-004,2024-06-23,275,396,121,87,74,13,0.149,0.851,2024-10-01,61,161,0.0,3.22,999.0,9.09,1573,Critical,Store - Koramangala
SKU-0369,Bandhani Dupatta (Silk blend),Dupatta,Ivory,L,SUP-003,2024-06-30,160,388,228,105,90,15,0.143,0.857,2024-09-29,63,154,0.0,4.09,999.0,9.01,3420,Critical,Store - Koramangala
SKU-0267,Dabu print Coord Set (Linen),Coord Set,Indigo,XL,SUP-003,2024-09-30,511,2662,2151,59,26,33,0.559,0.441,2024-11-15,16,62,7.0,2.94,18.9,8.94,70983,Healthy,Online - Nykaa
SKU-0421,Chikankari Dress (Rayon),Dress,Indigo,XS,SUP-008,2024-08-10,729,2051,1322,37,31,6,0.162,0.838,2024-10-08,54,113,0.0,1.92,999.0,8.75,7932,Critical,Online - Nykaa
SKU-0281,Ikat Coord Set (Georgette),Coord Set,Mauve,S,SUP-004,2024-06-22,687,1794,1107,63,53,10,0.159,0.841,2024-10-07,55,162,0.0,2.29,999.0,8.75,11070,Critical,Online - Nykaa
SKU-0158,Ajrakh Saree (Mul mul),Saree,Rust,XL,SUP-001,2024-08-08,2052,6403,4351,90,56,34,0.378,0.622,2024-11-08,23,115,4.0,3.41,34.0,8.69,147934,Healthy,Store - MG Road
SKU-0333,Block print Dupatta (Georgette),Dupatta,Indigo,XS,SUP-008,2024-10-23,177,633,456,32,21,11,0.344,0.656,2024-11-06,25,39,7.0,3.77,6.3,8.6,5016,Warning,Online - Nykaa
SKU-0066,Chikankari Kurta (Cotton),Kurta,Teal,XL,SUP-005,2024-09-26,374,1418,1044,71,42,29,0.408,0.592,2024-11-10,21,66,8.0,4.45,14.5,8.57,30276,Healthy,Store - MG Road
SKU-0222,Mirror work Coord Set (Mul mul),Coord Set,Charcoal,M,SUP-005,2024-09-15,500,1712,1212,76,55,21,0.276,0.724,2024-10-31,31,77,0.0,5.0,999.0,8.56,25452,Warning,Store - MG Road
SKU-0078,Ikat Kurta (Chanderi),Kurta,Blush pink,S,SUP-002,2024-08-18,357,1071,714,57,45,12,0.211,0.789,2024-10-23,39,105,0.0,3.0,999.0,8.23,8568,Warning,Online - Website
SKU-0019,Shibori Kurta (Silk blend),Kurta,Charcoal,L,SUP-009,2024-07-12,539,1174,635,32,27,5,0.156,0.844,2024-10-10,52,142,0.0,1.33,999.0,8.11,3175,Critical,Store - Koramangala
SKU-0301,Kalamkari Dupatta (Silk blend),Dupatta,Ivory,L,SUP-008,2024-07-12,263,421,158,128,106,22,0.172,0.828,2024-10-15,47,142,0.0,5.23,999.0,8.08,3476,Warning,Store - Koramangala
SKU-0415,Bandhani Dress (Cotton),Dress,Ochre,L,SUP-003,2024-09-28,519,2010,1491,66,42,24,0.364,0.636,2024-11-09,22,64,7.0,4.59,13.7,8.01,35784,Healthy,Online - Instagram
SKU-0031,Bagru print Kurta (Linen),Kurta,Blush pink,XS,SUP-008,2024-06-23,557,1080,523,145,124,21,0.145,0.855,2024-10-08,54,161,0.0,5.39,999.0,7.83,10983,Critical,Store - Indiranagar
SKU-0092,Block print Kurta (Mul mul),Kurta,Sage green,XL,SUP-002,2024-09-05,533,1350,817,35,28,7,0.2,0.8,2024-10-23,39,87,0.0,2.25,999.0,7.8,5719,Warning,Store - Koramangala
SKU-0213,Ikat Coord Set (Rayon),Coord Set,Sage green,L,SUP-004,2024-10-25,712,1558,846,89,12,77,0.865,0.135,2024-11-22,9,37,7.0,2.27,44.0,7.78,65142,Healthy,Store - Koramangala
SKU-0306,Dabu print Dupatta (Linen),Dupatta,Rust,S,SUP-005,2024-10-29,244,481,237,131,5,126,0.962,0.038,2024-11-23,8,33,4.0,1.06,126.0,7.7,29862,Healthy,Online - Nykaa
SKU-0339,Shibori Dupatta (Mul mul),Dupatta,Teal,XS,SUP-007,2024-10-30,229,595,366,146,11,135,0.925,0.075,2024-11-23,8,32,8.0,2.41,67.5,7.4,49410,Healthy,Online - Website
SKU-0149,Ikat Saree (Cotton),Saree,Ochre,S,SUP-001,2024-10-07,927,6124,5197,66,39,27,0.409,0.591,2024-11-13,18,55,12.0,4.96,9.0,7.36,140319,Healthy,Store - Indiranagar
SKU-0071,Ikat Kurta (Linen),Kurta,Rust,XL,SUP-006,2024-07-09,566,1250,684,68,47,21,0.309,0.691,2024-11-08,23,145,4.0,2.27,21.0,7.11,14364,Healthy,Store - MG Road
SKU-0404,Chikankari Dress (Cotton),Dress,Indigo,XXL,SUP-004,2024-08-06,613,1802,1189,59,51,8,0.136,0.864,2024-10-10,52,117,0.0,3.05,999.0,7.07,9512,Critical,Store - MG Road
SKU-0452,Kalamkari Palazzo (Silk blend),Palazzo,Blush pink,M,SUP-005,2024-09-11,221,903,682,128,75,53,0.414,0.586,2024-11-14,17,81,14.0,6.48,15.1,7.04,36146,Healthy,Store - MG Road
SKU-0243,Bandhani Coord Set (Chanderi),Coord Set,Sage green,XXL,SUP-002,2024-10-22,872,1893,1021,31,7,24,0.774,0.226,2024-11-22,9,40,5.0,1.22,19.2,6.97,24504,Healthy,Online - Instagram
SKU-0310,Bandhani Dupatta (Cotton),Dupatta,Rust,XXL,SUP-008,2024-06-24,277,431,154,138,112,26,0.188,0.812,2024-10-25,37,160,0.0,4.9,999.0,6.96,4004,Warning,Online - Instagram
SKU-0409,Chikankari Dress (Georgette),Dress,Terracotta,S,SUP-004,2024-08-29,633,1130,497,101,74,27,0.267,0.733,2024-11-05,26,94,2.0,5.51,54.0,6.94,13419,Warning,Store - Koramangala
SKU-0030,Chikankari Kurta (Cotton),Kurta,Charcoal,M,SUP-003,2024-10-12,603,1601,998,77,44,33,0.429,0.571,2024-11-15,16,50,13.0,6.16,10.2,6.86,32934,Healthy,Online - Nykaa
SKU-0106,Mirror work Kurta (Rayon),Kurta,Charcoal,XS,SUP-005,2024-09-20,575,1392,817,51,41,10,0.196,0.804,2024-10-27,35,72,0.0,3.99,999.0,6.86,8170,Warning,Online - Instagram
SKU-0355,Shibori Dupatta (Cotton),Dupatta,Blush pink,L,SUP-009,2024-10-19,180,513,333,43,14,29,0.674,0.326,2024-11-21,10,43,6.0,2.28,19.3,6.74,9657,Healthy,Store - MG Road
SKU-0329,Mirror work Dupatta (Cotton),Dupatta,Indigo,S,SUP-002,2024-11-16,204,354,150,45,2,43,0.956,0.044,2024-11-24,7,15,2.0,0.93,86.0,6.69,6450,Healthy,Online - Instagram
SKU-0413,Bagru print Dress (Chanderi),Dress,Blush pink,XS,SUP-006,2024-08-23,573,1393,820,98,44,54,0.551,0.449,2024-11-19,12,100,10.0,3.08,21.6,6.61,44280,Healthy,Online - Website
SKU-0249,Dabu print Coord Set (Silk blend),Coord Set,Mauve,L,SUP-002,2024-09-30,651,2119,1468,53,39,14,0.264,0.736,2024-11-06,25,62,2.0,4.4,28.0,6.6,20552,Warning,Online - Instagram
SKU-0346,Bandhani Dupatta (Cotton),Dupatta,Sage green,XL,SUP-002,2024-08-16,227,488,261,95,76,19,0.2,0.8,2024-10-29,33,107,0.0,4.97,999.0,6.6,4959,Warning,Store - Koramangala
SKU-0354,Chikankari Dupatta (Cotton),Dupatta,Rust,L,SUP-008,2024-07-17,182,422,240,67,58,9,0.134,0.866,2024-10-13,49,137,0.0,2.96,999.0,6.57,2160,Warning,Online - Website
SKU-0429,Kalamkari Dress (Mul mul),Dress,Teal,L,SUP-003,2024-09-22,474,1618,1144,102,35,67,0.657,0.343,2024-11-21,10,70,7.0,3.5,38.3,6.57,76648,Healthy,Store - MG Road
SKU-0118,Dabu print Kurta (Cotton),Kurta,Indigo,XXL,SUP-003,2024-08-21,411,1081,670,67,57,10,0.149,0.851,2024-10-18,44,102,0.0,3.91,999.0,6.56,6700,Warning,Store - Koramangala
SKU-0292,Kalamkari Coord Set (Mul mul),Coord Set,Blush pink,S,SUP-006,2024-11-08,754,1769,1015,42,4,38,0.905,0.095,2024-11-24,7,23,4.0,1.22,38.0,6.34,38570,Healthy,Online - Nykaa
SKU-0360,Mirror work Dupatta (Mul mul),Dupatta,Charcoal,M,SUP-010,2024-09-03,206,780,574,81,62,19,0.235,0.765,2024-11-04,27,89,1.0,4.88,76.0,6.34,10906,Warning,Online - Instagram
SKU-0463,Ajrakh Palazzo (Georgette),Palazzo,Charcoal,XS,SUP-010,2024-10-17,369,751,382,115,11,104,0.904,0.096,2024-11-24,7,45,6.0,1.71,69.3,6.33,39728,Healthy,Store - Koramangala
SKU-0384,Ikat Dress (Chanderi),Dress,Ochre,M,SUP-010,2024-10-04,486,1174,688,80,49,31,0.388,0.612,2024-11-15,16,58,16.0,5.91,7.8,6.21,21328,Healthy,Store - MG Road
SKU-0156,Ajrakh Saree (Rayon),Saree,Charcoal,XS,SUP-008,2024-06-17,1164,2681,1517,46,40,6,0.13,0.87,2024-10-15,47,167,0.0,1.68,999.0,6.11,9102,Warning,Online - Nykaa
SKU-0435,Bagru print Dress (Linen),Dress,Charcoal,XS,SUP-002,2024-08-08,594,1663,1069,55,47,8,0.145,0.855,2024-10-20,42,115,0.0,2.86,999.0,6.09,8552,Warning,Online - Nykaa
SKU-0001,Bagru print Kurta (Rayon),Kurta,Mauve,S,SUP-003,2024-08-17,452,1385,933,116,89,27,0.233,0.767,2024-11-05,26,106,4.0,5.88,27.0,6.06,25191,Warning,Online - Nykaa
SKU-0157,Dabu print Saree (Cotton),Saree,Teal,M,SUP-003,2024-08-06,2040,3138,1098,143,104,39,0.273,0.727,2024-11-09,22,117,4.0,6.22,39.0,6.01,42822,Healthy,Store - Koramangala
SKU-0427,Dabu print Dress (Mul mul),Dress,Ochre,XL,SUP-010,2024-08-06,538,1883,1345,88,75,13,0.148,0.852,2024-10-22,40,117,0.0,4.49,999.0,5.92,17485,Warning,Online - Website
SKU-0451,Shibori Palazzo (Cotton),Palazzo,Mauve,S,SUP-001,2024-09-20,286,815,529,46,38,8,0.174,0.826,2024-10-28,34,72,0.0,3.69,999.0,5.92,4232,Warning,Store - MG Road
SKU-0028,Bagru print Kurta (Cotton),Kurta,Charcoal,XS,SUP-002,2024-08-28,477,1500,1023,52,42,10,0.192,0.808,2024-11-01,30,95,0.0,3.09,999.0,5.76,10230,Warning,Online - Website
SKU-0083,Block print Kurta (Rayon),Kurta,Teal,XXL,SUP-001,2024-08-11,447,1054,607,98,78,20,0.204,0.796,2024-11-03,28,112,2.0,4.88,40.0,5.71,12140,Warning,Online - Nykaa
SKU-0386,Bandhani Dress (Georgette),Dress,Ochre,L,SUP-002,2024-08-09,589,1223,634,102,85,17,0.167,0.833,2024-10-28,34,114,0.0,5.22,999.0,5.68,10778,Warning,Store - Koramangala
SKU-0009,Kalamkari Kurta (Rayon),Kurta,Indigo,XL,SUP-008,2024-10-09,564,1201,637,55,38,17,0.309,0.691,2024-11-13,18,53,13.0,5.02,5.2,5.56,10829,Healthy,Store - Koramangala
SKU-0483,Bandhani Palazzo (Mul mul),Palazzo,Rust,S,SUP-005,2024-08-02,240,697,457,63,55,8,0.127,0.873,2024-10-19,43,121,0.0,3.18,999.0,5.46,3656,Warning,Store - Indiranagar
SKU-0358,Ajrakh Dupatta (Rayon),Dupatta,Mauve,XL,SUP-004,2024-10-14,277,617,340,130,13,117,0.9,0.1,2024-11-25,6,48,7.0,1.9,66.9,5.4,39780,Healthy,Store - MG Road
SKU-0242,Mirror work Coord Set (Silk blend),Coord Set,Indigo,XXL,SUP-004,2024-06-30,823,2188,1365,141,118,23,0.163,0.837,2024-10-29,33,154,0.0,5.36,999.0,5.38,31395,Warning,Online - Instagram
SKU-0040,Bandhani Kurta (Linen),Kurta,Blush pink,S,SUP-006,2024-09-21,572,1515,943,52,43,9,0.173,0.827,2024-10-31,31,71,0.0,4.24,999.0,5.36,8487,Warning,Store - Indiranagar
SKU-0004,Bandhani Kurta (Mul mul),Kurta,Teal,L,SUP-009,2024-11-03,408,1460,1052,32,13,19,0.594,0.406,2024-11-22,9,28,13.0,3.25,5.8,5.35,19988,Healthy,Online - Instagram
SKU-0088,Block print Kurta (Georgette),Kurta,Teal,XL,SUP-005,2024-09-22,571,1712,1141,43,37,6,0.14,0.86,2024-10-24,38,70,0.0,3.7,999.0,5.32,6846,Warning,Store - Indiranagar
SKU-0299,Kalamkari Coord Set (Rayon),Coord Set,Ivory,M,SUP-006,2024-10-27,587,2467,1880,48,31,17,0.354,0.646,2024-11-16,15,35,20.0,6.2,3.4,5.31,31960,Healthy,Store - MG Road
SKU-0405,Bandhani Dress (Silk blend),Dress,Ochre,S,SUP-008,2024-10-15,494,2009,1515,46,22,24,0.522,0.478,2024-11-21,10,47,10.0,3.28,9.6,5.22,36360,Healthy,Online - Nykaa
SKU-0315,Mirror work Dupatta (Rayon),Dupatta,Ochre,XS,SUP-003,2024-08-16,226,462,236,146,88,58,0.397,0.603,2024-11-18,13,107,10.0,5.76,23.2,5.16,13688,Healthy,Store - Indiranagar
SKU-0308,Block print Dupatta (Georgette),Dupatta,Teal,L,SUP-003,2024-10-29,176,778,602,117,18,99,0.846,0.154,2024-11-25,6,33,16.0,3.82,24.8,5.08,59598,Healthy,Store - Indiranagar
SKU-0303,Shibori Dupatta (Mul mul),Dupatta,Sage green,XXL,SUP-010,2024-07-29,274,415,141,119,99,20,0.168,0.832,2024-11-01,30,125,0.0,5.54,999.0,5.04,2820,Warning,Online - Nykaa
SKU-0445,Ajrakh Dress (Georgette),Dress,Blush pink,M,SUP-006,2024-08-06,520,1270,750,130,94,36,0.277,0.723,2024-11-13,18,117,8.0,5.62,18.0,4.99,27000,Healthy,Store - Indiranagar
SKU-0011,Bandhani Kurta (Cotton),Kurta,Blush pink,M,SUP-003,2024-09-16,478,1597,1119,62,48,14,0.226,0.774,2024-11-09,22,76,8.0,4.42,7.0,4.97,15666,Healthy,Online - Nykaa
SKU-0436,Ikat Dress (Cotton),Dress,Blush pink,XXL,SUP-001,2024-08-26,660,1104,444,79,69,10,0.127,0.873,2024-10-24,38,97,0.0,4.98,999.0,4.83,4440,Warning,Online - Website
SKU-0351,Bandhani Dupatta (Linen),Dupatta,Sage green,XS,SUP-009,2024-10-14,191,539,348,69,39,30,0.435,0.565,2024-11-20,11,48,14.0,5.69,8.6,4.78,10440,Healthy,Store - MG Road
SKU-0454,Chikankari Palazzo (Chanderi),Palazzo,Sage green,S,SUP-004,2024-07-09,348,1011,663,138,115,23,0.167,0.833,2024-11-03,28,145,3.0,5.55,30.7,4.68,15249,Warning,Online - Instagram
SKU-0291,Shibori Coord Set (Cotton),Coord Set,Charcoal,S,SUP-007,2024-09-01,881,2235,1354,91,69,22,0.242,0.758,2024-11-12,19,91,8.0,5.31,11.0,4.6,29788,Healthy,Store - Indiranagar
SKU-0090,Bandhani Kurta (Georgette),Kurta,Indigo,L,SUP-009,2024-08-19,635,1284,649,67,59,8,0.119,0.881,2024-10-24,38,104,0.0,3.97,999.0,4.52,5192,Warning,Store - Indiranagar
SKU-0045,Mirror work Kurta (Chanderi),Kurta,Terracotta,XXL,SUP-001,2024-07-16,535,1524,989,81,66,15,0.185,0.815,2024-11-08,23,138,4.0,3.35,15.0,4.26,14835,Healthy,Store - MG Road
SKU-0104,Ajrakh Kurta (Georgette),Kurta,Sage green,XXL,SUP-002,2024-08-01,416,1182,766,140,105,35,0.25,0.75,2024-11-14,17,122,9.0,6.02,15.6,4.25,26810,Healthy,Store - MG Road
SKU-0295,Bandhani Coord Set (Linen),Coord Set,Ivory,XL,SUP-003,2024-10-17,712,2595,1883,61,40,21,0.344,0.656,2024-11-20,11,45,22.0,6.22,3.8,3.78,39543,Healthy,Store - Koramangala
SKU-0476,Kalamkari Palazzo (Linen),Palazzo,Blush pink,M,SUP-001,2024-09-22,296,1066,770,91,57,34,0.374,0.626,2024-11-21,10,70,20.0,5.7,6.8,3.74,26180,Healthy,Online - Nykaa
SKU-0021,Mirror work Kurta (Cotton),Kurta,Sage green,XS,SUP-001,2024-09-20,521,1613,1092,87,69,18,0.207,0.793,2024-11-13,18,72,11.0,6.71,6.5,3.73,19656,Healthy,Store - MG Road
SKU-0432,Bagru print Dress (Cotton),Dress,Teal,XL,SUP-008,2024-08-20,637,1615,978,125,95,30,0.24,0.76,2024-11-16,15,103,12.0,6.46,10.0,3.6,29340,Healthy,Store - MG Road
SKU-0193,Bandhani Saree (Cotton),Saree,Blush pink,L,SUP-005,2024-10-27,1953,5355,3402,76,8,68,0.895,0.105,2024-11-27,4,35,6.0,1.6,45.3,3.58,231336,Healthy,Online - Instagram
SKU-0424,Kalamkari Dress (Chanderi),Dress,Mauve,XXL,SUP-008,2024-10-05,557,1664,1107,31,25,6,0.194,0.806,2024-11-13,18,57,8.0,3.07,3.0,3.49,6642,Healthy,Store - MG Road
SKU-0108,Kalamkari Kurta (Mul mul),Kurta,Blush pink,XXL,SUP-002,2024-10-09,592,1492,900,113,27,86,0.761,0.239,2024-11-27,4,53,13.0,3.57,26.5,3.04,77400,Healthy,Online - Website
